               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 126,              2.1514,              1.3048,              1.4981,             0.80393,             0.81096,             0.87785,             0.45867,                   0,                   0,                   0,            0.007525,            0.007525,            0.007525
                 127,              2.1604,              1.3047,              1.5055,             0.80396,             0.81182,             0.87812,             0.45889,                   0,                   0,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,              2.1543,              1.2785,               1.497,             0.80375,             0.81145,             0.87793,             0.45934,                   0,                   0,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,              2.1602,              1.2858,              1.5013,             0.80393,              0.8105,             0.87777,             0.45905,                   0,                   0,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,              2.1632,              1.3011,              1.5111,             0.80388,             0.81073,             0.87788,              0.4593,                   0,                   0,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,               2.149,              1.2955,              1.4929,              0.8048,             0.81068,             0.87824,             0.45968,                   0,                   0,                   0,            0.007426,            0.007426,            0.007426
                 132,              2.1558,              1.2897,              1.4996,             0.80651,             0.80929,             0.87843,             0.45918,                   0,                   0,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,               2.153,              1.2981,              1.5037,             0.80673,             0.80895,             0.87859,             0.45934,                   0,                   0,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,              2.1456,              1.2977,              1.5078,             0.80676,             0.80912,             0.87872,             0.45967,                   0,                   0,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,                2.16,              1.2857,               1.496,             0.80577,             0.81068,             0.87881,             0.45976,                   0,                   0,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,              2.1489,              1.2916,               1.497,             0.80567,             0.81016,             0.87904,             0.45947,                   0,                   0,                   0,            0.007327,            0.007327,            0.007327
                 137,              2.1586,              1.2889,              1.4973,             0.80699,             0.80964,             0.87893,             0.45987,                   0,                   0,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,              2.1464,              1.2814,              1.5051,             0.80928,             0.80843,             0.87906,             0.45993,                   0,                   0,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,              2.1519,              1.2885,              1.4914,             0.80889,              0.8086,              0.8793,             0.46005,                   0,                   0,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,              2.1414,              1.2738,              1.4969,             0.80838,             0.80808,             0.87922,             0.46007,                   0,                   0,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,              2.1347,              1.2707,              1.5042,             0.80884,             0.80911,             0.87941,             0.46025,                   0,                   0,                   0,            0.007228,            0.007228,            0.007228
                 142,              2.1502,              1.2902,              1.4968,             0.80967,             0.80895,             0.87965,             0.46043,                   0,                   0,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,              2.1407,              1.2799,              1.4955,             0.80905,             0.80875,              0.8793,              0.4603,                   0,                   0,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,              2.1361,              1.2819,              1.5014,             0.80803,             0.80843,             0.87938,             0.46044,                   0,                   0,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,               2.143,              1.2843,              1.4933,             0.80895,             0.80791,             0.87941,             0.46047,                   0,                   0,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,              2.1363,              1.2744,               1.494,             0.80894,              0.8086,             0.87956,             0.46007,                   0,                   0,                   0,            0.007129,            0.007129,            0.007129
                 147,              2.1486,              1.2881,              1.5037,             0.80908,              0.8086,             0.87985,             0.46048,                   0,                   0,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,              2.1476,              1.2877,              1.4987,             0.80785,             0.80878,             0.87961,             0.46041,                   0,                   0,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,              2.1213,              1.2595,              1.4987,                0.81,             0.80826,             0.87996,             0.46095,                   0,                   0,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,              2.1493,              1.2758,              1.4889,             0.80885,             0.80964,             0.87998,             0.46067,                   0,                   0,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,              2.1367,              1.2735,              1.4968,             0.80853,             0.81033,             0.88022,             0.46111,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                 152,              2.1366,              1.2786,              1.4911,             0.80949,              0.8103,             0.88026,              0.4611,                   0,                   0,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,              2.1372,              1.2729,              1.4935,             0.80605,             0.81193,             0.88046,             0.46125,                   0,                   0,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,               2.147,              1.2635,              1.4967,             0.80991,             0.80888,             0.88041,             0.46154,                   0,                   0,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,              2.1382,              1.2637,              1.4957,             0.80862,             0.81085,             0.88069,             0.46197,                   0,                   0,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,              2.1309,              1.2685,              1.4898,             0.80796,             0.81102,             0.88096,              0.4619,                   0,                   0,                   0,            0.006931,            0.006931,            0.006931
                 157,              2.1238,              1.2632,              1.4928,             0.80723,             0.81158,             0.88099,             0.46202,                   0,                   0,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,              2.1362,              1.2712,              1.4996,             0.80792,             0.81085,             0.88094,             0.46207,                   0,                   0,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,               2.121,               1.265,               1.496,             0.80803,             0.81068,             0.88118,             0.46217,                   0,                   0,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,              2.1421,              1.2627,              1.4977,             0.80831,             0.81068,             0.88162,             0.46189,                   0,                   0,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,              2.1324,               1.264,              1.5042,             0.80848,             0.81085,             0.88167,             0.46212,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                 162,              2.1348,              1.2637,              1.4842,             0.80875,             0.81084,             0.88161,             0.46207,                   0,                   0,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,              2.1349,              1.2575,              1.4901,              0.8089,             0.81015,             0.88155,              0.4621,                   0,                   0,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,              2.1187,              1.2546,               1.489,             0.80852,             0.81033,             0.88156,             0.46238,                   0,                   0,                   0,           0.0067726,           0.0067726,           0.0067726
